iter	RMSE
214	0.001400375179
215	0.001396627092
216	0.001392758294
217	0.001387508386
218	0.001381801974
219	0.001375986841
220	0.001370134698
221	0.00136445071
222	0.001361329775
223	0.001356920197
224	0.001353415857
225	0.001348191412
226	0.001343603382
227	0.001339702131
228	0.001334947532
229	0.001329910984
230	0.001324704161
231	0.001321416732
232	0.001317834602
233	0.001312142798
234	0.001306412456
235	0.001301050599
236	0.001298266721
237	0.001293358223
238	0.001289381096
239	0.00128471079
240	0.00128027915
241	0.001275833651
242	0.001271157453
243	0.001267900001
244	0.001262866926
245	0.001260295109
246	0.001256151929
247	0.001251121794
248	0.001246687448
249	0.001243065919
250	0.001237777485
251	0.001233373442
252	0.0012300588
253	0.00122718882
254	0.001222981093
255	0.001218341261
256	0.0012134964
257	0.001209517079
258	0.001204759696
259	0.001201655228
260	0.001199738001
261	0.001194807285
262	0.001192160896
263	0.001188424229
264	0.001184235366
265	0.001180850977
266	0.001177723384
267	0.001174550887
268	0.001169875007
269	0.001166057153
270	0.001162589533
271	0.001160479332
272	0.001157115711
273	0.001153395179
274	0.001149603057
275	0.001145836614
276	0.001142716168
277	0.001139558739
278	0.001135834263
279	0.001131993864
280	0.001128876161
281	0.001126063315
282	0.001124164642
283	0.001121235198
284	0.001118324786
285	0.00111478146
286	0.001112561449
287	0.00110975741
288	0.001106331379
289	0.001104304255
290	0.001101512909
291	0.001099456587
292	0.001095328404
293	0.001093372053
294	0.001089904539
295	0.001086343418
296	0.001083802764
297	0.001080527477
298	0.001077324575
299	0.001074330555
300	0.00107116742
301	0.001068819572
302	0.001066856095
303	0.001063458161
304	0.001061671432
305	0.001058440518
306	0.001055734668
307	0.001053118523
308	0.001050674149
309	0.001048696343
310	0.001045255419
311	0.001042060645
312	0.001039787038
313	0.001037045936
314	0.001034502253
315	0.001031683298
316	0.00102982924
317	0.001026886171
318	0.001023830412
319	0.001022038592
320	0.001018914304
321	0.001016560664
322	0.001013699546
323	0.001010642499
324	0.001008380119
325	0.00100645227
326	0.001004302951
327	0.001002139993
328	0.0009994419568
329	0.0009979926815
330	0.0009954830684
331	0.0009935423916
332	0.0009908110075
333	0.000988336133
334	0.0009849938266
335	0.0009833888558
336	0.0009802045638
337	0.000977711121
338	0.0009761213043
339	0.0009745229728
340	0.0009724518505
341	0.0009703914782
342	0.000968380176
343	0.00096612511
344	0.0009642226101
345	0.0009617072242
346	0.0009591687959
347	0.0009565033602
348	0.0009530399596
349	0.0009514435893
350	0.0009491721953
351	0.0009475227756
352	0.0009460824801
353	0.0009433919742
354	0.0009417737717
355	0.000939260458
356	0.0009370228002
357	0.0009349266966
358	0.0009327458819
359	0.0009312427397
360	0.0009290457591
361	0.0009268161961
362	0.0009253574827
363	0.0009239756134
364	0.0009217465133
365	0.0009194988945
366	0.0009172472926
367	0.0009156215693
368	0.0009129285635
369	0.000910407573
370	0.0009085800952
371	0.0009068347429
372	0.0009041042203
373	0.0009023719555
374	0.000900086858
375	0.000898620144
376	0.0008962070131
377	0.0008945255072
378	0.0008931898031
379	0.0008906620343
380	0.0008891711293
381	0.000887362188
382	0.0008860203814
383	0.0008843952431
384	0.0008819808046
385	0.0008796131875
386	0.0008771022894
387	0.0008742505442
388	0.0008717440649
389	0.0008694637788
390	0.0008683428812
391	0.0008660338615
392	0.000864207609
393	0.0008627686146
394	0.0008600221227
395	0.0008582933702
396	0.0008569970227
397	0.0008548978834
398	0.0008534688307
399	0.000851469291
400	0.0008494840379
401	0.0008477036034
402	0.0008462198111
403	0.0008445456415
404	0.0008429480793
405	0.000841095458
406	0.0008392670777
407	0.0008374624149
408	0.0008359354624
409	0.0008343330629
410	0.0008331475987
411	0.0008313162738
412	0.0008293881728
413	0.0008281848367
414	0.0008260579681
415	0.000824881391
416	0.0008238073334
417	0.0008217482404
418	0.0008201946584
419	0.0008184864737
420	0.0008171064697
421	0.0008148393005
422	0.0008126656123
423	0.0008107592627
424	0.0008094422651
425	0.0008075986038
426	0.0008065032688
427	0.000805077993
428	0.0008035931296
429	0.0008018138491
430	0.0008006444392
431	0.0007987558059
432	0.0007967535448
433	0.0007951144555
434	0.0007937061192
435	0.0007920842868
436	0.0007908242018
437	0.0007895766864
438	0.0007880388167
439	0.0007869063351
440	0.0007849008776
441	0.0007839727104
442	0.0007829157506
443	0.0007812959154
444	0.0007802442855
445	0.0007783745616
446	0.0007772275569
447	0.0007762314417
448	0.0007743592834
449	0.0007720255599
450	0.000771034102
451	0.0007690782352
452	0.0007675648322
453	0.0007654657074
454	0.0007633533361
455	0.0007623032352
456	0.0007606392155
457	0.0007595187408
458	0.0007581846171
459	0.0007563678899
460	0.0007541929985
461	0.0007526776127
462	0.0007507449159
463	0.0007493555259
464	0.000747377065
465	0.0007464232956
466	0.0007454817042
467	0.000744543515
468	0.0007423331341
469	0.0007409870228
470	0.0007392549511
471	0.0007378997814
472	0.0007364320872
473	0.0007351980421
474	0.0007336270695
475	0.0007325097408
476	0.0007303670327
477	0.0007293217819
478	0.0007283813709
479	0.0007266266437
480	0.0007256891416
481	0.0007241843637
482	0.0007227780178
483	0.0007217492335
484	0.0007201328042
485	0.0007185555657
486	0.0007173683785
487	0.0007155326437
488	0.0007137675346
489	0.0007127441582
490	0.0007112326881
491	0.0007094881694
492	0.0007081117473
493	0.0007063760975
494	0.0007055094802
495	0.0007042059463
496	0.0007033590822
497	0.0007023296881
498	0.0007010794457
499	0.0006995385781
500	0.0006983417581
501	0.0006974263573
502	0.0006960305361
503	0.0006946039958
504	0.0006928025674
505	0.000691439423
506	0.0006899882026
507	0.000688612794
508	0.0006872668099
509	0.0006862534596
510	0.0006851502652
511	0.0006837043031
512	0.0006824222062
513	0.0006813306718
514	0.0006804554233
515	0.000679156046
516	0.0006780996111
517	0.0006765715151
518	0.0006757584233
519	0.0006741795469
520	0.0006727542481
521	0.0006719095244
522	0.000670796942
523	0.0006701094948
524	0.0006693972966
525	0.0006680888836
526	0.0006670143593
527	0.000665611475
528	0.0006644588934
529	0.0006634067039
530	0.0006627007273
531	0.0006608499605
532	0.0006600020805
533	0.0006588758497
534	0.0006575514061
535	0.0006563039407
536	0.0006553424647
537	0.0006539031129
538	0.0006524551807
539	0.0006516897953
540	0.0006503538892
541	0.0006495920507
542	0.0006483257417
543	0.0006465382512
544	0.0006448484173
545	0.0006436377351
546	0.0006424726023
547	0.0006418118662
548	0.0006407053468
549	0.0006396950434
550	0.000638623784
551	0.0006379202811
552	0.0006366099138
553	0.0006354701959
554	0.000634675132
555	0.0006339910606
556	0.0006330445747
557	0.0006319656155
558	0.0006301488051
559	0.0006289717053
560	0.0006276301019
561	0.000626410179
562	0.0006247886686
563	0.000624027125
564	0.0006231940618
565	0.0006224271504
566	0.0006209015815
567	0.000619817355
568	0.0006190530356
569	0.0006180789013
570	0.0006168949514
571	0.0006162373288
572	0.0006152713211
573	0.000614348075
574	0.0006134268217
575	0.0006122401667
576	0.0006115143626
577	0.0006104996289
578	0.0006094228677
579	0.0006087806563
580	0.00060742851
581	0.0006059412311
582	0.0006044254217
583	0.0006038055014
584	0.0006028639793
585	0.0006013944958
586	0.0006003724013
587	0.0005993150894
588	0.000597994468
589	0.0005964751658
590	0.0005952854384
591	0.0005940690482
592	0.000592993142
593	0.0005917966495
594	0.0005909428916
595	0.0005902609903
596	0.0005889434044
597	0.0005874791754
598	0.0005867982685
599	0.0005856185348
600	0.0005846003738
601	0.0005836336609
602	0.0005829324665
603	0.0005822362917
604	0.0005814136754
605	0.0005804363532
606	0.0005798497345
607	0.0005786287396
608	0.0005774645484
609	0.0005767124098
610	0.0005757634689
611	0.0005745931968
612	0.0005738650876
613	0.0005724642102
614	0.0005712794077
615	0.0005704218992
616	0.0005694719771
617	0.0005685564121
618	0.0005676165286
619	0.0005665443262
620	0.0005655940296
621	0.0005650446554
622	0.0005642429967
623	0.0005633426028
624	0.0005627660404
625	0.0005618725775
626	0.000561040394
627	0.0005603459547
628	0.0005595539178
629	0.000558798022
630	0.0005580241279
631	0.0005571785526
632	0.0005563351227
633	0.0005555057414
634	0.0005545899056
635	0.0005539548699
636	0.0005531181206
637	0.0005524892636
638	0.0005517687861
639	0.0005505916383
640	0.0005498337517
641	0.0005493205192
642	0.00054831723
643	0.0005476059946
644	0.0005467641387
645	0.0005456129943
646	0.0005445931271
647	0.0005439701154
648	0.0005430840293
649	0.0005421582752
650	0.000541348831
651	0.0005408252463
652	0.0005401316953
653	0.0005390354987
654	0.000538446052
655	0.0005376339493
656	0.0005366576088
657	0.0005361838935
658	0.0005356413487
659	0.000535086263
660	0.0005345228665
661	0.0005335686061
662	0.0005326938753
663	0.0005316529974
664	0.0005307449895
665	0.0005297426522
666	0.0005293144739
667	0.0005286736426
668	0.0005279938658
669	0.0005269881381
670	0.000526041747
671	0.0005250936994
672	0.000524616292
673	0.0005239713069
674	0.0005232934597
675	0.0005225708025
676	0.0005215165321
677	0.0005209610253
678	0.0005197856563
679	0.0005191138443
680	0.0005185530118
681	0.0005175798845
682	0.0005167137697
683	0.0005161376522
684	0.0005152665312
685	0.0005145413133
686	0.0005137794281
687	0.0005132577083
688	0.0005123791991
689	0.0005116110479
690	0.0005106345847
691	0.000509434464
692	0.0005087422882
693	0.000507975998
694	0.0005074578701
695	0.0005069312334
696	0.0005063812948
697	0.0005052172035
698	0.0005047294468
699	0.0005038641951
700	0.0005028198907
701	0.0005018575074
702	0.000501264282
703	0.0005007496629
704	0.0005000206891
705	0.0004993015158
706	0.000498854866
707	0.0004980117206
708	0.0004975671358
709	0.0004970032348
710	0.0004963991318
711	0.0004959045332
712	0.0004954829041
713	0.0004950557151
714	0.0004941514427
715	0.000493428473
716	0.0004927161808
717	0.0004917673182
718	0.0004913960107
719	0.0004903620603
720	0.0004895267339
721	0.0004886844897
722	0.0004878865586
723	0.0004870600685
724	0.0004859988881
725	0.000485070271
726	0.0004843062634
727	0.0004829464285
728	0.0004823392993
729	0.0004817602009
730	0.0004809664547
731	0.0004801617309
732	0.0004795193038
733	0.0004791226706
734	0.0004785379751
735	0.0004780772943
736	0.0004773532104
737	0.0004767995466
738	0.000476448732
739	0.0004756866201
740	0.0004750731678
741	0.0004743479386
742	0.0004734472148
743	0.0004728402861
744	0.0004721945015
745	0.0004715935609
746	0.0004711894163
747	0.0004705325379
748	0.0004699852858
749	0.0004695597216
750	0.000468791435
751	0.0004683377319
752	0.0004677376309
753	0.0004672104637
754	0.0004662589048
755	0.0004655930452
756	0.0004646540982
757	0.0004637873316
758	0.0004633796587
759	0.0004628458535
760	0.0004621895652
761	0.0004617086211
762	0.0004609703658
763	0.0004602377888
764	0.0004597478343
765	0.000459153014
766	0.0004587785
767	0.0004582812245
768	0.0004578028687
769	0.0004572511185
770	0.0004565462847
771	0.0004559059012
772	0.0004550229007
773	0.0004546052818
774	0.0004540381425
775	0.0004537031431
776	0.0004529258184
777	0.0004523496481
778	0.0004516142072
779	0.0004512491419
780	0.0004507461837
781	0.0004502131769
782	0.0004495269977
783	0.0004488980942
784	0.000448325168
785	0.000447841369
786	0.0004472537143
787	0.0004465624148
788	0.0004460015096
789	0.0004455846849
790	0.0004450551296
791	0.0004445793053
792	0.0004439119929
793	0.0004432485436
794	0.0004428002057
795	0.0004422302487
796	0.0004413128915
797	0.0004406632933
798	0.0004398872322
799	0.0004395701716
800	0.0004391843425
801	0.0004384740277
802	0.0004379363819
803	0.0004374109037
804	0.0004370422829
805	0.0004365060419
806	0.0004360257534
807	0.0004355125167
808	0.0004349069318
809	0.0004340827251
810	0.0004337537363
811	0.0004330782766
812	0.0004326389918
813	0.0004319337521
814	0.0004315592847
815	0.0004308725685
816	0.0004303674093
817	0.0004299041707
818	0.0004293294719
819	0.0004288580133
820	0.0004281692595
821	0.0004277198684
822	0.0004273369253
823	0.0004265768005
824	0.000426048262
825	0.0004252867772
826	0.0004248269461
827	0.0004245466871
828	0.0004238996503
829	0.0004231677161
830	0.0004224858788
831	0.0004217927151
832	0.0004211918935
833	0.0004208250939
834	0.0004203225555
835	0.0004199831017
836	0.0004193396794
837	0.0004188620827
838	0.0004183660499
839	0.0004176715745
840	0.0004171933776
841	0.0004167373717
842	0.000416284776
843	0.0004154663111
844	0.0004151984318
845	0.0004145490617
846	0.0004138501041
847	0.0004136022742
848	0.0004131655135
849	0.000412776271
850	0.0004123216385
851	0.000411855069
852	0.0004114543754
853	0.0004111777829
854	0.0004105503932
855	0.000410051594
856	0.0004094848243
857	0.0004089752381
858	0.0004084873822
859	0.0004078843618
860	0.0004073274389
861	0.0004066339698
862	0.0004059958967
863	0.0004056405294
864	0.0004050480248
865	0.0004046288079
866	0.0004039257414
867	0.0004033808935
868	0.0004030337128
869	0.000402654803
870	0.000401946367
871	0.0004014762585
872	0.0004008985738
873	0.0004004040237
874	0.0003999725013
875	0.0003994512809
876	0.0003987112802
877	0.0003982895753
878	0.0003980125596
879	0.0003974995519
880	0.0003972430186
881	0.0003967813798
882	0.0003963876299
883	0.0003958068627
884	0.0003952733321
885	0.0003944073231
886	0.0003939016158
887	0.0003933587708
888	0.0003931274009
889	0.0003928003617
890	0.0003923654621
891	0.0003919568193
892	0.0003914515123
893	0.0003907714129
894	0.0003903437672
895	0.0003899791011
896	0.0003895230812
897	0.0003892413622
898	0.0003887380665
899	0.0003881363089
900	0.0003877964889
901	0.0003875090432
902	0.0003870951644
903	0.000386656473
904	0.0003861958469
905	0.0003857686679
906	0.0003853885419
907	0.0003843521764
908	0.0003840798652
909	0.000383741164
910	0.0003834371652
911	0.0003828521004
912	0.0003826098197
913	0.0003821025852
914	0.0003816271872
915	0.0003812941546
916	0.0003808670325
917	0.0003804754959
918	0.0003800399444
919	0.0003796692833
920	0.0003792821927
921	0.0003787398763
922	0.000378271307
923	0.0003779788687
924	0.0003777394098
925	0.0003773150894
926	0.0003766579829
927	0.0003761079778
928	0.0003758417057
929	0.000375366647
930	0.0003749816291
931	0.0003745572713
932	0.0003740470099
933	0.0003736181913
934	0.0003731559314
935	0.0003725346081
936	0.0003723090937
937	0.0003720787305
938	0.0003711525595
939	0.0003709000537
940	0.0003703787059
941	0.0003701458577
942	0.0003696709189
943	0.0003693568869
944	0.0003687287229
945	0.0003683312154
946	0.0003679444927
947	0.0003675048036
948	0.0003670062379
949	0.0003664865946
950	0.0003661432349
951	0.0003658463853
952	0.0003654012376
953	0.0003650258372
954	0.0003644197251
955	0.0003641374713
956	0.0003637332078
957	0.0003634078817
958	0.0003631681898
959	0.000362606597
960	0.0003623701535
961	0.000361885901
962	0.0003614995093
963	0.0003607974714
964	0.0003603450586
965	0.0003599587522
966	0.0003595087597
967	0.0003592315537
968	0.0003587575924
969	0.000358359633
970	0.0003577358744
971	0.0003574806564
972	0.0003571589748
973	0.0003569267274
974	0.00035661226
975	0.0003562518512
976	0.0003557229679
977	0.0003554525249
978	0.0003551442423
979	0.0003548134328
980	0.0003542809223
981	0.0003537683319
982	0.0003533625401
983	0.0003524964398
984	0.0003519671064
985	0.0003516593572
986	0.0003513702773
987	0.0003511849918
988	0.0003508414549
989	0.0003505267805
990	0.0003500274184
991	0.000349568135
992	0.0003493632543
993	0.0003488429323
994	0.000348320649
995	0.00034800591
996	0.0003476376029
997	0.0003474043597
998	0.0003470018474
999	0.0003467341146
